hex9,value
89196943173ffff,E1126N4685E1127N4685E1127N4686
8919694317bffff,E1122N4683E1123N4683E1123N4684
89196943183ffff,E1137N4696
8919694318fffff,E1135N4693
89196943193ffff,E1137N4698E1137N4699
89196943197ffff,E1138N4697
8919694320fffff,E1093N4696
89196943233ffff,E1097N4695E1098N4694
8919694323bffff,E1095N4695E1096N4695E1095N4696E1096N4696
89196943243ffff,E1085N4700E1086N4700E1085N4701E1086N4701
89196943247ffff,E1087N4698E1088N4698E1089N4699E1087N4700
8919694330bffff,E1105N4682E1105N4683
8919694330fffff,E1106N4681
89196943317ffff,E1112N4684
89196943323ffff,E1109N4675E1109N4676E1110N4676E1111N4676E1111N4677
89196943327ffff,E1113N4673E1113N4674E1112N4675E1113N4675
8919694332bffff,E1108N4675E1108N4676E1107N4675E1107N4676E1107N4677
89196943337ffff,E1112N4676E1113N4676E1114N4676E1112N4677E1113N4677E1114N4677
89196943363ffff,E1101N4676E1102N4676E1101N4677E1102N4677
89196943367ffff,E1103N4674E1102N4675E1103N4676
8919694337bffff,E1100N4678
89196943387ffff,E1116N4689
89196943393ffff,E1115N4692
891969433a3ffff,E1116N4682E1117N4682E1117N4683E1117N4684
891969433a7ffff,E1119N4680E1117N4681E1118N4681E1118N4682
891969433afffff,E1115N4679E1115N4680E1116N4680E1114N4679
891969433b7ffff,E1118N4683E1118N4684
891969433c3ffff,E1105N4690E1105N4692E1106N4692
891969433cfffff,E1104N4689
891969433d7ffff,E1107N4693
89196943513ffff,E1140N4712
89196943517ffff,E1144N4710
8919694351bffff,E1139N4712E1137N4711E1137N4712E1138N4712E1137N4713
89196943543ffff,E1132N4710E1132N4711
89196943547ffff,E1132N4709
8919694354fffff,E1131N4708E1130N4707
89196943557ffff,E1133N4711E1135N4712E1135N4713
8919694367bffff,E1095N4717E1096N4717
89196945043ffff,E1162N4544E1161N4545E1162N4545E1163N4545E1161N4546E1162N4546E1163N4546
89196945047ffff,E1163N4542
8919694504bffff,E1159N4544E1160N4544E1158N4544E1158N4545E1158N4546E1159N4545E1160N4545E1160N4546
8919694504fffff,E1161N4542E1160N4543E1161N4543E1162N4543E1161N4544
89196945053ffff,E1163N4547E1164N4548
89196945057ffff,E1164N4547
8919694505bffff,E1161N4547
89196945063ffff,E1165N4539
8919694507bffff,E1164N4541
89196945143ffff,E1174N4530E1175N4530
8919694514bffff,E1173N4529
89196945153ffff,E1176N4531E1178N4532
8919694518bffff,E1187N4533
891969451c7ffff,E1183N4534
891969451cfffff,E1179N4533E1180N4533
89196945277ffff,E1145N4534
89196945283ffff,E1153N4546E1154N4546E1155N4546E1152N4547E1153N4547E1154N4547E1155N4547
89196945287ffff,E1155N4543E1156N4543E1155N4544E1156N4544E1157N4544E1155N4545E1156N4545E1157N4545
8919694528bffff,E1151N4547
89196945297ffff,E1156N4546E1157N4546E1156N4548
8919694529bffff,E1150N4548E1151N4548E1151N4549E1152N4548E1153N4548
891969452b3ffff,E1156N4541E1157N4541E1156N4542E1157N4542E1157N4543
891969452d3ffff,E1148N4550E1146N4551E1146N4552
891969452d7ffff,E1149N4548E1148N4549E1149N4549
89196945303ffff,E1162N4523E1161N4524E1162N4524E1161N4525
89196945307ffff,E1163N4522
8919694530bffff,E1157N4524
8919694530fffff,E1160N4519E1161N4521
89196945313ffff,E1162N4525E1162N4527E1163N4527E1162N4528E1163N4528E1163N4525E1161N4526E1162N4526E1163N4526E1161N4527
89196945317ffff,E1163N4523E1164N4523E1163N4524E1164N4524E1166N4525E1164N4525
8919694531bffff,E1159N4525E1159N4526E1160N4526E1159N4527E1160N4527E1158N4526
89196945347ffff,E1156N4523
89196945363ffff,E1154N4516E1155N4516E1154N4517E1155N4517E1155N4518
8919694536fffff,E1154N4513E1153N4514E1154N4514E1155N4515
89196945377ffff,E1157N4517E1158N4517E1157N4518E1158N4518
8919694537bffff,E1154N4518
89196945387ffff,E1169N4527
8919694538bffff,E1163N4529E1163N4530
891969453bbffff,E1167N4525E1168N4526
891969453c7ffff,E1161N4528E1161N4529E1162N4529
89196945627ffff,E1161N4551
8919694566bffff,E1147N4553
8919694566fffff,E1149N4550E1150N4550
89196945a2bffff,E1164N4478
89196945a2fffff,E1166N4475E1167N4477E1168N4477
89196945b23ffff,E1183N4463
89196945b2bffff,E1177N4462E1178N4463
89196945b33ffff,E1184N4464
89196945b67ffff,E1174N4461E1176N4462
89196945b6fffff,E1172N4461E1173N4461
89196945bafffff,E1186N4465
89196945bcfffff,E1174N4475E1175N4475E1175N4476E1176N4476
89196945bd7ffff,E1179N4478
89196948003ffff,E0974N4617
89196948007ffff,E0978N4614E0977N4615E0977N4616
89196948023ffff,E0979N4609E0979N4610E0977N4611
89196948027ffff,E0980N4606E0979N4607E0980N4607E0981N4607E0979N4608E0980N4608
89196948033ffff,E0979N4612
89196948037ffff,E0981N4610
8919694803bffff,E0976N4612E0976N4613
89196948043ffff,E0966N4617E0967N4617E0966N4618E0967N4618E0968N4618
89196948047ffff,E0967N4616E0968N4617E0969N4617
8919694804bffff,E0963N4616E0962N4617E0963N4617E0964N4617E0965N4617E0962N4618E0963N4618E0964N4618E0965N4618E0963N4619E0964N4619
8919694804fffff,E0966N4615E0966N4616E0964N4614E0965N4614E0964N4615E0965N4615E0964N4616E0965N4616
89196948053ffff,E0967N4622
8919694805bffff,E0966N4621E0964N4620E0965N4620E0963N4621E0964N4621E0965N4621E0965N4622
891969480cbffff,E0968N4623E0968N4624
89196948113ffff,E0989N4603E0990N4603E0991N4604
89196948117ffff,E0991N4602E0992N4602
8919694811bffff,E0986N4604E0988N4603E0987N4604E0988N4604E0987N4605
89196948153ffff,E0981N4606E0982N4606E0983N4606
89196948157ffff,E0984N4604
8919694815bffff,E0978N4605
89196948167ffff,E0984N4593
8919694818fffff,E0992N4604
891969481a7ffff,E1000N4598E1000N4599
891969481b3ffff,E0997N4602E0998N4602E0998N4603E0999N4603E0999N4604
891969481b7ffff,E0999N4600E0999N4601E1000N4600E1001N4600E1000N4601E1001N4601E1000N4602
891969481bbffff,E0995N4602E0996N4602E0994N4603
891969481c7ffff,E0988N4605
891969481cbffff,E0982N4607E0982N4609E0983N4609
891969481cfffff,E0984N4605E0985N4605E0986N4605E0984N4606E0986N4606E0984N4607
89196948283ffff,E0959N4618E0957N4619E0958N4619E0959N4619E0957N4620E0958N4620E0959N4620
89196948287ffff,E0961N4617E0960N4618E0961N4618
8919694828bffff,E0956N4619E0955N4620
