hex9,value
8919694930bffff,145
8919694930fffff,55
89196949313ffff,5
89196949317ffff,115
8919694931bffff,25
89196949323ffff,45
8919694932bffff,70
8919694932fffff,15
89196949333ffff,95
89196949337ffff,0
8919694933bffff,100
89196949343ffff,45
89196949347ffff,165
8919694934bffff,15
8919694934fffff,25
89196949353ffff,25
89196949357ffff,180
8919694935bffff,15
89196949363ffff,65
89196949367ffff,35
8919694936bffff,90
8919694936fffff,25
89196949373ffff,105
89196949377ffff,0
8919694937bffff,85
89196949383ffff,40
89196949387ffff,90
8919694938bffff,65
8919694938fffff,90
89196949393ffff,0
89196949397ffff,10
8919694939bffff,55
891969493a3ffff,80
891969493abffff,180
891969493afffff,40
891969493b3ffff,135
891969493b7ffff,5
891969493bbffff,35
891969493c3ffff,15
891969493c7ffff,50
891969493cfffff,50
891969493d3ffff,15
891969493d7ffff,135
89196949407ffff,5
8919694940bffff,15
8919694940fffff,20
89196949413ffff,15
89196949417ffff,0
8919694941bffff,0
89196949423ffff,40
89196949427ffff,50
8919694942bffff,55
8919694942fffff,170
89196949433ffff,30
89196949437ffff,40
8919694943bffff,50
89196949443ffff,0
89196949447ffff,30
8919694944fffff,45
89196949463ffff,150
89196949467ffff,65
8919694946bffff,155
8919694946fffff,115
89196949473ffff,135
89196949477ffff,110
8919694947bffff,85
89196949483ffff,120
89196949487ffff,10
8919694948bffff,30
8919694948fffff,20
89196949497ffff,10
8919694949bffff,55
891969494a3ffff,40
891969494a7ffff,25
891969494abffff,15
891969494afffff,25
891969494b3ffff,130
891969494b7ffff,75
891969494bbffff,10
891969494c3ffff,140
891969494c7ffff,10
891969494cbffff,0
891969494cfffff,0
891969494d3ffff,85
891969494d7ffff,45
891969494dbffff,0
89196949503ffff,85
89196949507ffff,185
8919694950bffff,140
8919694950fffff,225
89196949513ffff,55
89196949517ffff,145
8919694951bffff,75
89196949523ffff,0
8919694952bffff,10
89196949533ffff,80
8919694953bffff,185
89196949543ffff,80
89196949547ffff,145
8919694954bffff,75
8919694954fffff,130
89196949553ffff,80
89196949557ffff,135
8919694955bffff,195
89196949563ffff,95
89196949567ffff,10
8919694956bffff,25
8919694956fffff,15
89196949573ffff,55
89196949577ffff,15
8919694957bffff,0
89196949583ffff,60
89196949587ffff,50
8919694958bffff,70
8919694958fffff,55
89196949593ffff,70
89196949597ffff,220
8919694959bffff,85
891969495a3ffff,55
891969495a7ffff,45
891969495abffff,90
891969495afffff,0
891969495b3ffff,150
891969495b7ffff,60
891969495bbffff,100
891969495c3ffff,15
891969495c7ffff,15
891969495cbffff,5
891969495cfffff,25
891969495d3ffff,40
891969495d7ffff,60
891969495dbffff,10
89196949617ffff,5
89196949623ffff,120
89196949627ffff,95
8919694962bffff,35
8919694962fffff,65
89196949633ffff,10
89196949637ffff,90
8919694963bffff,0
8919694966bffff,0
8919694968fffff,0
891969496a3ffff,30
891969496a7ffff,55
891969496abffff,10
891969496afffff,70
891969496b3ffff,0
891969496b7ffff,0
891969496bbffff,0
891969496c3ffff,0
891969496cbffff,0
891969496cfffff,0
891969496d7ffff,0
89196949817ffff,0
8919694982bffff,0
89196949843ffff,5
89196949847ffff,0
8919694984fffff,15
89196949857ffff,0
89196949867ffff,0
8919694986bffff,0
891969498abffff,0
891969498b7ffff,0
891969498bbffff,0
891969498cfffff,0
89196949923ffff,75
89196949927ffff,95
8919694992bffff,40
8919694992fffff,105
89196949933ffff,5
89196949937ffff,115
8919694993bffff,5
89196949947ffff,0
89196949963ffff,25
89196949967ffff,100
8919694996bffff,40
8919694996fffff,75
89196949977ffff,40
891969499afffff,0
89196949a13ffff,15
89196949a17ffff,0
89196949a1bffff,0
89196949a37ffff,0
89196949a43ffff,0
89196949a4fffff,0
89196949a57ffff,0
89196949a83ffff,0
89196949a87ffff,0
89196949a8fffff,0
89196949a97ffff,0
89196949aa3ffff,35
89196949ab3ffff,40
89196949ab7ffff,55
89196949abbffff,15
89196949ac3ffff,0
89196949ac7ffff,0
89196949acbffff,0
89196949acfffff,0
89196949b07ffff,0
89196949b23ffff,5
89196949b27ffff,15
89196949b2bffff,0
89196949b2fffff,150
89196949b37ffff,35
89196949b93ffff,0
89196949c03ffff,20
89196949c0bffff,60
89196949c0fffff,5
89196949c1bffff,45
89196949c23ffff,5
89196949c27ffff,10
89196949c2bffff,10
89196949c2fffff,20
89196949c3bffff,0
89196949c43ffff,0
