hex9,value
891969490cfffff,680
891969490d3ffff,570
891969490d7ffff,560
891969490dbffff,690
89196949113ffff,0
89196949143ffff,100
8919694914bffff,270
8919694914fffff,190
89196949153ffff,150
89196949157ffff,0
8919694915bffff,140
89196949187ffff,60
8919694918bffff,90
8919694919bffff,220
891969491a3ffff,80
891969491a7ffff,190
891969491b3ffff,90
891969491bbffff,160
891969491c3ffff,260
891969491c7ffff,130
891969491cbffff,310
891969491d3ffff,610
891969491d7ffff,200
891969491dbffff,590
89196949243ffff,290
89196949247ffff,0
8919694924bffff,420
8919694924fffff,70
89196949253ffff,400
89196949257ffff,90
8919694925bffff,500
8919694926bffff,70
8919694926fffff,0
8919694927bffff,50
89196949297ffff,230
891969492c3ffff,80
891969492cbffff,230
891969492cfffff,240
891969492d3ffff,0
891969492dbffff,160
89196949303ffff,380
89196949307ffff,630
8919694930bffff,800
8919694930fffff,730
89196949313ffff,290
89196949317ffff,640
8919694931bffff,420
89196949323ffff,530
8919694932bffff,640
8919694932fffff,220
89196949333ffff,680
89196949337ffff,160
8919694933bffff,730
89196949343ffff,510
89196949347ffff,730
8919694934bffff,150
8919694934fffff,300
89196949353ffff,160
89196949357ffff,720
8919694935bffff,90
89196949363ffff,570
89196949367ffff,510
8919694936bffff,660
8919694936fffff,530
89196949373ffff,660
89196949377ffff,180
8919694937bffff,630
89196949383ffff,250
89196949387ffff,720
8919694938bffff,490
8919694938fffff,660
89196949393ffff,0
89196949397ffff,260
8919694939bffff,380
891969493a3ffff,410
891969493abffff,580
891969493afffff,290
891969493b3ffff,760
891969493b7ffff,240
891969493bbffff,510
891969493c3ffff,140
891969493c7ffff,390
891969493cfffff,230
891969493d3ffff,170
891969493d7ffff,800
89196949407ffff,160
8919694940bffff,220
8919694940fffff,220
89196949413ffff,220
89196949417ffff,30
8919694941bffff,70
89196949423ffff,340
89196949427ffff,550
8919694942bffff,560
8919694942fffff,700
89196949433ffff,500
89196949437ffff,460
8919694943bffff,690
89196949443ffff,20
89196949447ffff,270
8919694944fffff,440
89196949463ffff,510
89196949467ffff,480
8919694946bffff,270
8919694946fffff,560
89196949473ffff,600
89196949477ffff,600
8919694947bffff,620
89196949483ffff,400
89196949487ffff,310
8919694948bffff,600
8919694948fffff,390
89196949497ffff,110
8919694949bffff,210
891969494a3ffff,630
891969494a7ffff,610
891969494abffff,420
891969494afffff,500
891969494b3ffff,510
